Locus	Name	Definition	MolType	MolStruct	Taxonomy	DB_origin	Length	prophage	nb_prot	GC	nb_PhROGs	nb_Sing	nb_Paralog	Host name	Superkingdom	phylum	class	order	family	genus	species	Full taxo	Full taxo with lvl
KP793130	Lactococcus phage 936 group phage Phi155	Lactococcus phage 936 group phage Phi155, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	32150	undef	55	34.93	54	1	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_00479	Bacilli_gi_500215897_667957_700043	Uncultured Enterococcus phage phiFL4A	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; Enterococcus phage phiFL4A; environmental samples.	VirSorter	32063	yes	42	38.08	41	1	0	Enterococcus faecalis EnGen0065	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis EnGen0065	NA	NA
JQ740796	Lactococcus phage ASCC358	Lactococcus Phage ASCC358, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	32052	undef	57	34.76	56	1	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_01240	Clostridia_gi_547783687	Uncultured dsDNA viruses, no RNA stage	DNA	linear	Viruses; dsDNA viruses, no RNA stage; environmental samples.	VirSorter	32050	no	40	50.87	23	17	0	Clostridium sp. CAG:217	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:217	NA	NA
NC_029001	Clostridium phage phiCDHM11	Clostridium phage phiCDHM11 complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Cd119virus; unclassified Cd119virus	REFSEQ	32000	undef	49	29.25	46	3	0	Clostridium	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unknown	1;131567;2;1239;186801;186802;31979;1485	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Clostridia|class;Clostridiales|order;Clostridiaceae|family;Clostridium|genus
VI_04540	Bacilli_gi_485065280_0_31990	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	31990	yes	42	34.55	39	3	0	Lactococcus garvieae 8831	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus garvieae 8831	NA	NA
NC_031040	Lactococcus phage 50101	Lactococcus phage 50101, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	31987	undef	51	35.61	50	0	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KM091442	Lactococcus phage phi15	Lactococcus phage phi15, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31945	undef	55	34.57	50	2	3	Lactococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	unknown	1;131567;2;1239;91061;186826;1300;1357	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus
KP793129	Lactococcus phage 936 group phage PhiJF1	Lactococcus phage 936 group phage PhiJF1, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31901	undef	58	34.57	56	0	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KP793128	Lactococcus phage 936 group phage PhiM.16	Lactococcus phage 936 group phage PhiM.16, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31869	undef	54	34.95	54	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KM091443	Lactococcus phage phi93	Lactococcus phage phi93, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31841	undef	55	34.97	55	0	0	Lactococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	unknown	1;131567;2;1239;91061;186826;1300;1357	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus
KP793119	Lactococcus phage 936 group phage Phi10.5	Lactococcus phage 936 group phage Phi10.5, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31805	undef	63	34.84	60	2	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
JQ740808	Lactococcus phage ASCC497	Lactococcus Phage ASCC497, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31774	undef	56	34.63	54	1	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_05644	Betaproteobacteria_gi_487461073	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	31756	no	48	53.86	47	1	0	Neisseria meningitidis 97027	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis 97027	NA	NA
NC_001909	Lactococcus virus bIL170	Lactococcus phage bIL170, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sk1virus	REFSEQ	31754	undef	64	34.34	60	1	3	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KP793127	Lactococcus phage 936 group phage Phi40	Lactococcus phage 936 group phage Phi40, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31631	undef	57	34.87	55	1	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KP793135	Lactococcus phage 936 group phage Phi.16	Lactococcus phage 936 group phage Phi.16, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31561	undef	57	34.83	56	0	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KP793126	Lactococcus phage 936 group phage PhiM.5	Lactococcus phage 936 group phage PhiM.5, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31498	undef	58	34.82	58	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KX160219	Lactococcus phage C41431	Lactococcus phage C41431, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	31446	undef	52	35.76	47	3	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_05641	Betaproteobacteria_gi_487455050	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	31424	no	41	53.84	36	5	0	Neisseria meningitidis 65012	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis 65012	NA	NA
KP793124	Lactococcus phage 936 group phage Phi44	Lactococcus phage 936 group phage Phi44, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31379	undef	52	34.62	50	0	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KP793123	Lactococcus phage 936 group phage Phi4.2	Lactococcus phage 936 group phage Phi4.2, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31375	undef	59	34.48	55	0	4	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_00548	Bacilli_gi_501109801_24125_55467	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	31342	yes	44	37.92	43	1	0	Enterococcus faecium EnGen0134	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium EnGen0134	NA	NA
VI_00818	Bacilli_gi_242355652_20677_52016	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	31314	yes	46	33.05	44	0	2	Enterococcus faecium 1,231,502	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium 1,231,502	NA	NA
KP793122	Lactococcus phage 936 group phage PhiL.6	Lactococcus phage 936 group phage PhiL.6, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31181	undef	59	34.54	58	1	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
JX564242	Lactococcus phage Q33	Lactococcus phage Q33, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31106	undef	50	36.21	45	5	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_05781	Clostridia_gi_485044592	Uncultured Viruses	DNA	linear	Viruses; environmental samples.	VirSorter	31105	no	45	28.45	37	7	1	Clostridium botulinum BKT028387	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum BKT028387	NA	NA
VI_00589	Bacilli_gi_502198097	Uncultured Enterococcus phage EF62phi	DNA	linear	Viruses; unclassified phages; Enterococcus phage EF62phi; environmental samples.	VirSorter	31098	no	49	32.46	47	1	1	Enterococcus faecalis EnGen0345	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis EnGen0345	NA	NA
NC_021860	Lactococcus phage jm2	Lactococcus phage jm2, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	31090	undef	59	34.31	54	3	2	Lactococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	unknown	1;131567;2;1239;91061;186826;1300;1357	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus
MF775698	Lactococcus phage LP0903	Lactococcus phage LP0903, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	31049	undef	54	34.89	54	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KP793121	Lactococcus phage 936 group phage Phi109	Lactococcus phage 936 group phage Phi109, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	31033	undef	54	34.92	54	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KC182550	Lactococcus lactis phage P475	Lactococcus lactis phage P475, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30961	undef	57	34.32	53	1	3	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775688	Lactococcus phage LP0004b	Lactococcus phage LP0004b, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30953	undef	56	34.73	54	0	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
MF775682	Lactococcus phage LP9609	Lactococcus phage LP9609, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30945	undef	55	34.76	53	0	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_01250	Clostridia_gi_547839746	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	30940	no	45	34.4	38	7	0	Clostridium sp. CAG:306	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. CAG:306	NA	NA
KX379669	Lactococcus phage 10W22S	Lactococcus phage 10W22S, complete genome.	DNA	linear	Viruses; unclassified phages	BACT_NUCCORE_ENPLUS	30934	undef	59	34.93	57	1	1	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KX379668	Lactococcus phage 4R16L2	Lactococcus phage 4R16L2, complete genome.	DNA	linear	Viruses; unclassified phages	BACT_NUCCORE_ENPLUS	30913	undef	58	34.57	55	0	3	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
NC_021861	Lactococcus phage BM13	Lactococcus phage BM13, complete genome.	DNA	circular	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	REFSEQ	30910	undef	55	35.98	53	0	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_05784	Clostridia_gi_485045056	Uncultured Caudovirales	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; environmentalsamples.	VirSorter	30898	no	41	28.6	28	13	0	Clostridium botulinum V891	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum V891	NA	NA
KX379670	Lactococcus phage 19W07F	Lactococcus phage 19W07F, complete genome.	DNA	linear	Viruses; unclassified phages	BACT_NUCCORE_ENPLUS	30890	undef	52	34.68	50	0	2	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KP793120	Lactococcus phage 936 group phage PhiL.18	Lactococcus phage 936 group phage PhiL.18, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30882	undef	55	35	55	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
JQ740807	Lactococcus phage ASCC489	Lactococcus Phage ASCC489, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30876	undef	54	34.85	54	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KM091444	Lactococcus phage phi145	Lactococcus phage phi145, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30862	undef	55	34.9	55	0	0	Lactococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	unknown	1;131567;2;1239;91061;186826;1300;1357	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus
VI_00040	Actinobacteria_gi_483969925	Uncultured dsDNA viruses, no RNA stage	DNA	linear	Viruses; dsDNA viruses, no RNA stage; environmental samples.	VirSorter	30827	no	49	68.94	21	27	1	Streptomyces sp. KhCrAH-244	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. KhCrAH-244	NA	NA
KP793118	Lactococcus phage 936 group phage PhiF0139	Lactococcus phage 936 group phage PhiF0139, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30811	undef	57	34.66	57	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KC182548	Lactococcus lactis phage P113G	Lactococcus lactis phage P113G, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30796	undef	58	34.14	52	3	3	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KX379667	Lactococcus phage 4R15L	Lactococcus phage 4R15L, complete genome.	DNA	linear	Viruses; unclassified phages	BACT_NUCCORE_ENPLUS	30782	undef	57	34.43	52	0	5	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
KX160206	Lactococcus phage 50902	Lactococcus phage 50902, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	BACT_NUCCORE_ENPLUS	30745	undef	47	36.04	46	1	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_00809	Bacilli_gi_242364200	Uncultured Enterococcus phage EF62phi	DNA	linear	Viruses; unclassified phages; Enterococcus phage EF62phi; environmental samples.	VirSorter	30744	no	48	32.52	47	0	1	Enterococcus faecalis T2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecalis T2	NA	NA
KC522412	Lactococcus phage CaseusJM1	Lactococcus phage CaseusJM1, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30692	undef	51	34.83	51	0	0	Lactococcus lactis	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus lactis	1;131567;2;1239;91061;186826;1300;1357;1358	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus;Lactococcus lactis|species
VI_00551	Bacilli_gi_501141450_964232_994911	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	30679	yes	41	37.98	41	0	0	Enterococcus faecium EnGen0146	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus faecium EnGen0146	NA	NA
KC182545	Lactococcus phage fd13	Lactococcus phage fd13, complete genome.	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae	PVOG	30674	undef	53	34.71	52	1	0	Lactococcus	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	unknown	1;131567;2;1239;91061;186826;1300;1357	;root|no rank;cellular organisms|no rank;Bacteria|superkingdom;Firmicutes|phylum;Bacilli|class;Lactobacillales|order;Streptococcaceae|family;Lactococcus|genus
VI_00060	Actinobacteria_gi_485070998	Uncultured unclassified Siphoviridae	DNA	linear	Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; unclassified Siphoviridae; environmental samples.	VirSorter	30673	no	32	70.54	20	12	0	Streptomyces sulphureus DSM 40104	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Streptomyces sulphureus DSM 40104	NA	NA
